Label,x_a,y_b,z_c
Ba1_1,0.5,0.5,0.5
Ba1_25,0,0,0
Ba2_1,0.5,0,0.75
Ba2_2,0,0.25,0.5
Ba2_3,0.75,0.5,0
Ba2_4,0.5,0,0.25
Ba2_5,0,0.75,0.5
Ba2_6,0.25,0.5,0
Cu1_1,0,0.5,0.75
Cu1_2,0.5,0.25,0
Cu1_3,0.75,0,0.5
Cu1_4,0,0.5,0.25
Cu1_5,0.5,0.75,0
Cu1_6,0.25,0,0.5
Ge1_1,0.68322,0.31678,0.68322
Ge1_4,0.31678,0.68322,0.31678
Ge1_7,0.68322,0.68322,0.31678
Ge1_10,0.31678,0.31678,0.68322
Ge1_13,0.31678,0.68322,0.68322
Ge1_16,0.68322,0.31678,0.31678
Ge1_19,0.31678,0.31678,0.31678
Ge1_22,0.68322,0.68322,0.68322
Ge1_25,0.18322,0.18322,0.81678
Ge1_28,0.81678,0.81678,0.18322
Ge1_31,0.18322,0.81678,0.18322
Ge1_34,0.81678,0.18322,0.81678
Ge1_37,0.81678,0.18322,0.18322
Ge1_40,0.18322,0.81678,0.81678
Ge1_43,0.81678,0.81678,0.81678
Ge1_46,0.18322,0.18322,0.18322
Ge2_1,0.61931,0.18514,0.5
Ge2_2,0.81486,0.5,0.61931
Ge2_3,0.5,0.38069,0.81486
Ge2_4,0.38069,0.81486,0.5
Ge2_5,0.18514,0.5,0.38069
Ge2_6,0.5,0.61931,0.18514
Ge2_7,0.61931,0.81486,0.5
Ge2_8,0.81486,0.5,0.38069
Ge2_10,0.38069,0.18514,0.5
Ge2_11,0.18514,0.5,0.61931
Ge2_15,0.5,0.61931,0.81486
Ge2_18,0.5,0.38069,0.18514
Ge2_25,0.11931,0,0.68514
Ge2_26,0.31486,0.11931,0
Ge2_27,0,0.31486,0.88069
Ge2_28,0.88069,0,0.31486
Ge2_29,0.68514,0.88069,0
Ge2_30,0,0.68514,0.11931
Ge2_31,0.11931,0,0.31486
Ge2_32,0.31486,0.88069,0
Ge2_34,0.88069,0,0.68514
Ge2_35,0.68514,0.11931,0
Ge2_39,0,0.31486,0.11931
Ge2_42,0,0.68514,0.88069
