Label,x_a,y_b,z_c
Ba1_1,0.5,0.5,0.5
Ba1_25,0,0,0
Ba2_1,0.5,0,0.75
Ba2_2,0,0.25,0.5
Ba2_3,0.75,0.5,0
Ba2_4,0.5,0,0.25
Ba2_5,0,0.75,0.5
Ba2_6,0.25,0.5,0
Cu1_1,0,0.5,0.75
Cu1_2,0.5,0.25,0
Cu1_3,0.75,0,0.5
Cu1_4,0,0.5,0.25
Cu1_5,0.5,0.75,0
Cu1_6,0.25,0,0.5
Ge2_1,0.6832,0.3168,0.6832
Ge2_4,0.3168,0.6832,0.3168
Ge2_7,0.6832,0.6832,0.3168
Ge2_10,0.3168,0.3168,0.6832
Ge2_13,0.3168,0.6832,0.6832
Ge2_16,0.6832,0.3168,0.3168
Ge2_19,0.3168,0.3168,0.3168
Ge2_22,0.6832,0.6832,0.6832
Ge2_25,0.1832,0.1832,0.8168
Ge2_28,0.8168,0.8168,0.1832
Ge2_31,0.1832,0.8168,0.1832
Ge2_34,0.8168,0.1832,0.8168
Ge2_37,0.8168,0.1832,0.1832
Ge2_40,0.1832,0.8168,0.8168
Ge2_43,0.8168,0.8168,0.8168
Ge2_46,0.1832,0.1832,0.1832
Ge3_1,0.61941,0.18517,0.5
Ge3_2,0.81483,0.5,0.61941
Ge3_3,0.5,0.38059,0.81483
Ge3_4,0.38059,0.81483,0.5
Ge3_5,0.18517,0.5,0.38059
Ge3_6,0.5,0.61941,0.18517
Ge3_7,0.61941,0.81483,0.5
Ge3_8,0.81483,0.5,0.38059
Ge3_10,0.38059,0.18517,0.5
Ge3_11,0.18517,0.5,0.61941
Ge3_15,0.5,0.61941,0.81483
Ge3_18,0.5,0.38059,0.18517
Ge3_25,0.11941,0,0.68517
Ge3_26,0.31483,0.11941,0
Ge3_27,0,0.31483,0.88059
Ge3_28,0.88059,0,0.31483
Ge3_29,0.68517,0.88059,0
Ge3_30,0,0.68517,0.11941
Ge3_31,0.11941,0,0.31483
Ge3_32,0.31483,0.88059,0
Ge3_34,0.88059,0,0.68517
Ge3_35,0.68517,0.11941,0
Ge3_39,0,0.31483,0.11941
Ge3_42,0,0.68517,0.88059
