Label,x_a,y_b,z_c
Sr1_1,0.5,0.5,0.5
Sr1_25,0,0,0
Sr2_1,0.4758,0.0242,0.75
Sr2_2,0.9758,0.25,0.4758
Sr2_3,0.75,0.5242,0.9758
Sr2_4,0.5242,0.9758,0.25
Sr2_5,0.0242,0.75,0.5242
Sr2_6,0.25,0.4758,0.0242
Sr2_7,0.4758,0.9758,0.25
Sr2_8,0.9758,0.75,0.5242
Sr2_9,0.75,0.4758,0.0242
Sr2_10,0.5242,0.0242,0.75
Sr2_11,0.0242,0.25,0.4758
Sr2_12,0.25,0.5242,0.9758
Sr2_13,0.5242,0.9758,0.75
Sr2_14,0.0242,0.75,0.4758
Sr2_15,0.25,0.4758,0.9758
Sr2_16,0.4758,0.0242,0.25
Sr2_17,0.9758,0.25,0.5242
Sr2_18,0.75,0.5242,0.0242
Sr2_19,0.5242,0.0242,0.25
Sr2_20,0.0242,0.25,0.5242
Sr2_21,0.25,0.5242,0.0242
Sr2_22,0.4758,0.9758,0.75
Sr2_23,0.9758,0.75,0.4758
Sr2_24,0.75,0.4758,0.9758
Ga1_1,0,0.5,0.75
Ga1_2,0.5,0.25,0
Ga1_3,0.75,0,0.5
Ga1_4,0,0.5,0.25
Ga1_5,0.5,0.75,0
Ga1_6,0.25,0,0.5
Ga2_1,0.68403,0.31597,0.68403
Ga2_4,0.31597,0.68403,0.31597
Ga2_7,0.68403,0.68403,0.31597
Ga2_10,0.31597,0.31597,0.68403
Ga2_13,0.31597,0.68403,0.68403
Ga2_16,0.68403,0.31597,0.31597
Ga2_19,0.31597,0.31597,0.31597
Ga2_22,0.68403,0.68403,0.68403
Ga2_25,0.18403,0.18403,0.81597
Ga2_28,0.81597,0.81597,0.18403
Ga2_31,0.18403,0.81597,0.18403
Ga2_34,0.81597,0.18403,0.81597
Ga2_37,0.81597,0.18403,0.18403
Ga2_40,0.18403,0.81597,0.81597
Ga2_43,0.81597,0.81597,0.81597
Ga2_46,0.18403,0.18403,0.18403
Ga3_1,0.6169,0.1911,0.5
Ga3_2,0.8089,0.5,0.6169
Ga3_3,0.5,0.3831,0.8089
Ga3_4,0.3831,0.8089,0.5
Ga3_5,0.1911,0.5,0.3831
Ga3_6,0.5,0.6169,0.1911
Ga3_7,0.6169,0.8089,0.5
Ga3_8,0.8089,0.5,0.3831
Ga3_10,0.3831,0.1911,0.5
Ga3_11,0.1911,0.5,0.6169
Ga3_15,0.5,0.6169,0.8089
Ga3_18,0.5,0.3831,0.1911
Ga3_25,0.1169,0,0.6911
Ga3_26,0.3089,0.1169,0
Ga3_27,0,0.3089,0.8831
Ga3_28,0.8831,0,0.3089
Ga3_29,0.6911,0.8831,0
Ga3_30,0,0.6911,0.1169
Ga3_31,0.1169,0,0.3089
Ga3_32,0.3089,0.8831,0
Ga3_34,0.8831,0,0.6911
Ga3_35,0.6911,0.1169,0
Ga3_39,0,0.3089,0.1169
Ga3_42,0,0.6911,0.8831
