Label,x_a,y_b,z_c
Si1_1,0,0.5,0.75
Si1_2,0.5,0.25,0
Si1_3,0.75,0,0.5
Si1_4,0,0.5,0.25
Si1_5,0.5,0.75,0
Si1_6,0.25,0,0.5
Si2_1,0.6843,0.3157,0.6843
Si2_4,0.3157,0.6843,0.3157
Si2_7,0.6843,0.6843,0.3157
Si2_10,0.3157,0.3157,0.6843
Si2_13,0.3157,0.6843,0.6843
Si2_16,0.6843,0.3157,0.3157
Si2_19,0.3157,0.3157,0.3157
Si2_22,0.6843,0.6843,0.6843
Si2_25,0.1843,0.1843,0.8157
Si2_28,0.8157,0.8157,0.1843
Si2_31,0.1843,0.8157,0.1843
Si2_34,0.8157,0.1843,0.8157
Si2_37,0.8157,0.1843,0.1843
Si2_40,0.1843,0.8157,0.8157
Si2_43,0.8157,0.8157,0.8157
Si2_46,0.1843,0.1843,0.1843
Si3_1,0.6186,0.1963,0.5
Si3_2,0.8037,0.5,0.6186
Si3_3,0.5,0.3814,0.8037
Si3_4,0.3814,0.8037,0.5
Si3_5,0.1963,0.5,0.3814
Si3_6,0.5,0.6186,0.1963
Si3_7,0.6186,0.8037,0.5
Si3_8,0.8037,0.5,0.3814
Si3_10,0.3814,0.1963,0.5
Si3_11,0.1963,0.5,0.6186
Si3_15,0.5,0.6186,0.8037
Si3_18,0.5,0.3814,0.1963
Si3_25,0.1186,0,0.6963
Si3_26,0.3037,0.1186,0
Si3_27,0,0.3037,0.8814
Si3_28,0.8814,0,0.3037
Si3_29,0.6963,0.8814,0
Si3_30,0,0.6963,0.1186
Si3_31,0.1186,0,0.3037
Si3_32,0.3037,0.8814,0
Si3_34,0.8814,0,0.6963
Si3_35,0.6963,0.1186,0
Si3_39,0,0.3037,0.1186
Si3_42,0,0.6963,0.8814
Rb1_1,0.5,0.5,0.5
Rb1_25,0,0,0
Rb2_1,0.5,0,0.75
Rb2_2,0,0.25,0.5
Rb2_3,0.75,0.5,0
Rb2_4,0.5,0,0.25
Rb2_5,0,0.75,0.5
Rb2_6,0.25,0.5,0
