Label,x_a,y_b,z_c
Ba1_1,0.5,0.5,0.5
Ba1_25,0,0,0
Ba2_1,0.5,0,0.75
Ba2_2,0,0.25,0.5
Ba2_3,0.75,0.5,0
Ba2_4,0.5,0,0.25
Ba2_5,0,0.75,0.5
Ba2_6,0.25,0.5,0
Ge1_1,0,0.5,0.75
Ge1_2,0.5,0.25,0
Ge1_3,0.75,0,0.5
Ge1_4,0,0.5,0.25
Ge1_5,0.5,0.75,0
Ge1_6,0.25,0,0.5
Ge2_1,0.68373,0.31627,0.68373
Ge2_4,0.31627,0.68373,0.31627
Ge2_7,0.68373,0.68373,0.31627
Ge2_10,0.31627,0.31627,0.68373
Ge2_13,0.31627,0.68373,0.68373
Ge2_16,0.68373,0.31627,0.31627
Ge2_19,0.31627,0.31627,0.31627
Ge2_22,0.68373,0.68373,0.68373
Ge2_25,0.18373,0.18373,0.81627
Ge2_28,0.81627,0.81627,0.18373
Ge2_31,0.18373,0.81627,0.18373
Ge2_34,0.81627,0.18373,0.81627
Ge2_37,0.81627,0.18373,0.18373
Ge2_40,0.18373,0.81627,0.81627
Ge2_43,0.81627,0.81627,0.81627
Ge2_46,0.18373,0.18373,0.18373
Ge3_1,0.6213,0.1805,0.5
Ge3_2,0.8195,0.5,0.6213
Ge3_3,0.5,0.3787,0.8195
Ge3_4,0.3787,0.8195,0.5
Ge3_5,0.1805,0.5,0.3787
Ge3_6,0.5,0.6213,0.1805
Ge3_7,0.6213,0.8195,0.5
Ge3_8,0.8195,0.5,0.3787
Ge3_10,0.3787,0.1805,0.5
Ge3_11,0.1805,0.5,0.6213
Ge3_15,0.5,0.6213,0.8195
Ge3_18,0.5,0.3787,0.1805
Ge3_25,0.1213,0,0.6805
Ge3_26,0.3195,0.1213,0
Ge3_27,0,0.3195,0.8787
Ge3_28,0.8787,0,0.3195
Ge3_29,0.6805,0.8787,0
Ge3_30,0,0.6805,0.1213
Ge3_31,0.1213,0,0.3195
Ge3_32,0.3195,0.8787,0
Ge3_34,0.8787,0,0.6805
Ge3_35,0.6805,0.1213,0
Ge3_39,0,0.3195,0.1213
Ge3_42,0,0.6805,0.8787
