Label,x_a,y_b,z_c
Te1_1_-1_-1_-1,-0.25,-1,-0.5
Te1_2_-1_-1_-1,-1,-0.5,-0.25
Te1_3_-1_-1_-1,-0.5,-0.75,-1
Te1_4_-1_-1_-1,-0.75,-1,-0.5
Te1_5_-1_-1_-1,-1,-0.5,-0.75
Te1_6_-1_-1_-1,-0.5,-0.25,-1
Te2_1_-1_-1_-1,-0.5,-0.5,-0.5
Te2_25_-1_-1_-1,-1,-1,-1
P1_1_-1_-1_-1,-0.31599,-0.68401,-0.31599
P1_4_-1_-1_-1,-0.68401,-0.31599,-0.68401
P1_7_-1_-1_-1,-0.31599,-0.31599,-0.68401
P1_10_-1_-1_-1,-0.68401,-0.68401,-0.31599
P1_13_-1_-1_-1,-0.68401,-0.31599,-0.31599
P1_16_-1_-1_-1,-0.31599,-0.68401,-0.68401
P1_19_-1_-1_-1,-0.68401,-0.68401,-0.68401
P1_22_-1_-1_-1,-0.31599,-0.31599,-0.31599
P1_25_-1_-1_-1,-0.81599,-0.81599,-0.18401
P1_28_-1_-1_-1,-0.18401,-0.18401,-0.81599
P1_31_-1_-1_-1,-0.81599,-0.18401,-0.81599
P1_34_-1_-1_-1,-0.18401,-0.81599,-0.18401
P1_37_-1_-1_-1,-0.18401,-0.81599,-0.81599
P1_40_-1_-1_-1,-0.81599,-0.18401,-0.18401
P1_43_-1_-1_-1,-0.18401,-0.18401,-0.18401
P1_46_-1_-1_-1,-0.81599,-0.81599,-0.81599
Si1_1_-1_-1_-1,-0.19129,-0.61725,-0.5
Si1_2_-1_-1_-1,-0.38275,-0.5,-0.19129
Si1_3_-1_-1_-1,-0.5,-0.80871,-0.38275
Si1_4_-1_-1_-1,-0.80871,-0.38275,-0.5
Si1_5_-1_-1_-1,-0.61725,-0.5,-0.80871
Si1_6_-1_-1_-1,-0.5,-0.19129,-0.61725
Si1_7_-1_-1_-1,-0.19129,-0.38275,-0.5
Si1_8_-1_-1_-1,-0.38275,-0.5,-0.80871
Si1_10_-1_-1_-1,-0.80871,-0.61725,-0.5
Si1_11_-1_-1_-1,-0.61725,-0.5,-0.19129
Si1_15_-1_-1_-1,-0.5,-0.19129,-0.38275
Si1_18_-1_-1_-1,-0.5,-0.80871,-0.61725
Si1_25_-1_-1_-1,-0.69129,-1,-0.11725
Si1_26_-1_-1_-1,-0.88275,-0.69129,-1
Si1_27_-1_-1_-1,-1,-0.88275,-0.30871
Si1_28_-1_-1_-1,-0.30871,-1,-0.88275
Si1_29_-1_-1_-1,-0.11725,-0.30871,-1
Si1_30_-1_-1_-1,-1,-0.11725,-0.69129
Si1_31_-1_-1_-1,-0.69129,-1,-0.88275
Si1_32_-1_-1_-1,-0.88275,-0.30871,-1
Si1_34_-1_-1_-1,-0.30871,-1,-0.11725
Si1_35_-1_-1_-1,-0.11725,-0.69129,-1
Si1_39_-1_-1_-1,-1,-0.88275,-0.69129
Si1_42_-1_-1_-1,-1,-0.11725,-0.30871
Si2_1_-1_-1_-1,-1,-0.75,-0.5
Si2_2_-1_-1_-1,-0.25,-0.5,-1
Si2_3_-1_-1_-1,-0.5,-1,-0.25
Si2_4_-1_-1_-1,-1,-0.25,-0.5
Si2_5_-1_-1_-1,-0.75,-0.5,-1
Si2_6_-1_-1_-1,-0.5,-1,-0.75
Te1_1_0_-1_-1,0.75,-1,-0.5
Te1_2_0_-1_-1,0,-0.5,-0.25
Te1_3_0_-1_-1,0.5,-0.75,-1
Te1_4_0_-1_-1,0.25,-1,-0.5
Te1_5_0_-1_-1,0,-0.5,-0.75
Te1_6_0_-1_-1,0.5,-0.25,-1
Te2_1_0_-1_-1,0.5,-0.5,-0.5
Te2_25_0_-1_-1,0,-1,-1
P1_1_0_-1_-1,0.68401,-0.68401,-0.31599
P1_4_0_-1_-1,0.31599,-0.31599,-0.68401
P1_7_0_-1_-1,0.68401,-0.31599,-0.68401
P1_10_0_-1_-1,0.31599,-0.68401,-0.31599
P1_13_0_-1_-1,0.31599,-0.31599,-0.31599
P1_16_0_-1_-1,0.68401,-0.68401,-0.68401
P1_19_0_-1_-1,0.31599,-0.68401,-0.68401
P1_22_0_-1_-1,0.68401,-0.31599,-0.31599
P1_25_0_-1_-1,0.18401,-0.81599,-0.18401
P1_28_0_-1_-1,0.81599,-0.18401,-0.81599
P1_31_0_-1_-1,0.18401,-0.18401,-0.81599
P1_34_0_-1_-1,0.81599,-0.81599,-0.18401
P1_37_0_-1_-1,0.81599,-0.81599,-0.81599
P1_40_0_-1_-1,0.18401,-0.18401,-0.18401
P1_43_0_-1_-1,0.81599,-0.18401,-0.18401
P1_46_0_-1_-1,0.18401,-0.81599,-0.81599
Si1_1_0_-1_-1,0.80871,-0.61725,-0.5
Si1_2_0_-1_-1,0.61725,-0.5,-0.19129
Si1_3_0_-1_-1,0.5,-0.80871,-0.38275
Si1_4_0_-1_-1,0.19129,-0.38275,-0.5
Si1_5_0_-1_-1,0.38275,-0.5,-0.80871
Si1_6_0_-1_-1,0.5,-0.19129,-0.61725
Si1_7_0_-1_-1,0.80871,-0.38275,-0.5
Si1_8_0_-1_-1,0.61725,-0.5,-0.80871
Si1_10_0_-1_-1,0.19129,-0.61725,-0.5
Si1_11_0_-1_-1,0.38275,-0.5,-0.19129
Si1_15_0_-1_-1,0.5,-0.19129,-0.38275
Si1_18_0_-1_-1,0.5,-0.80871,-0.61725
Si1_25_0_-1_-1,0.30871,-1,-0.11725
Si1_26_0_-1_-1,0.11725,-0.69129,-1
Si1_27_0_-1_-1,0,-0.88275,-0.30871
