Label,x_a,y_b,z_c
Si1_29_-1_0_-1,-0.30592,0,-0.8817
Si1_30_-1_0_-1,-0.1183,0.69408,-1
Si1_32_-1_0_-1,-0.69408,0,-0.8817
Si1_33_-1_0_-1,-0.8817,0.69408,-1
Si1_35_-1_0_-1,-0.30592,0,-0.1183
Si1_36_-1_0_-1,-0.1183,0.30592,-1
Si1_37_-1_0_-1,-1,0.1183,-0.69408
Si1_40_-1_0_-1,-1,0.8817,-0.30592
Si2_1_-1_0_-1,-0.5,0,-0.25
Si2_2_-1_0_-1,-1,0.25,-0.5
Si2_3_-1_0_-1,-0.25,0.5,-1
Si2_4_-1_0_-1,-0.5,0,-0.75
Si2_5_-1_0_-1,-1,0.75,-0.5
Si2_6_-1_0_-1,-0.75,0.5,-1
Si3_1_-1_0_-1,-0.31578,0.31578,-0.31578
Si3_4_-1_0_-1,-0.68422,0.68422,-0.68422
Si3_7_-1_0_-1,-0.31578,0.68422,-0.68422
Si3_10_-1_0_-1,-0.68422,0.31578,-0.31578
Si3_13_-1_0_-1,-0.68422,0.68422,-0.31578
Si3_16_-1_0_-1,-0.31578,0.31578,-0.68422
Si3_19_-1_0_-1,-0.68422,0.31578,-0.68422
Si3_22_-1_0_-1,-0.31578,0.68422,-0.31578
Si3_25_-1_0_-1,-0.81578,0.18422,-0.18422
Si3_28_-1_0_-1,-0.18422,0.81578,-0.81578
Si3_31_-1_0_-1,-0.81578,0.81578,-0.81578
Si3_34_-1_0_-1,-0.18422,0.18422,-0.18422
Si3_37_-1_0_-1,-0.18422,0.18422,-0.81578
Si3_40_-1_0_-1,-0.81578,0.81578,-0.18422
Si3_43_-1_0_-1,-0.18422,0.81578,-0.18422
Si3_46_-1_0_-1,-0.81578,0.18422,-0.81578
K1_1_-1_0_-1,-0.25,0,-0.5
K1_2_-1_0_-1,-1,0.5,-0.25
K1_3_-1_0_-1,-0.5,0.25,-1
K1_4_-1_0_-1,-0.75,0,-0.5
K1_5_-1_0_-1,-1,0.5,-0.75
K1_6_-1_0_-1,-0.5,0.75,-1
K2_1_-1_0_-1,-0.5,0.5,-0.5
K2_25_-1_0_-1,-1,0,-1
Si1_1_0_0_-1,0.5,0.19408,-0.3817
Si1_2_0_0_-1,0.80592,0.3817,-0.5
Si1_3_0_0_-1,0.6183,0.5,-0.19408
Si1_4_0_0_-1,0.5,0.80592,-0.6183
Si1_5_0_0_-1,0.19408,0.6183,-0.5
Si1_6_0_0_-1,0.3817,0.5,-0.80592
Si1_8_0_0_-1,0.80592,0.6183,-0.5
Si1_9_0_0_-1,0.6183,0.5,-0.80592
Si1_11_0_0_-1,0.19408,0.3817,-0.5
Si1_12_0_0_-1,0.3817,0.5,-0.19408
Si1_13_0_0_-1,0.5,0.80592,-0.3817
Si1_16_0_0_-1,0.5,0.19408,-0.6183
Si1_25_0_0_-1,0,0.1183,-0.30592
Si1_26_0_0_-1,0.30592,0,-0.1183
Si1_27_0_0_-1,0.1183,0.30592,-1
Si1_28_0_0_-1,0,0.8817,-0.69408
Si1_29_0_0_-1,0.69408,0,-0.8817
Si1_30_0_0_-1,0.8817,0.69408,-1
Si1_32_0_0_-1,0.30592,0,-0.8817
Si1_33_0_0_-1,0.1183,0.69408,-1
Si1_35_0_0_-1,0.69408,0,-0.1183
Si1_36_0_0_-1,0.8817,0.30592,-1
Si1_37_0_0_-1,0,0.1183,-0.69408
Si1_40_0_0_-1,0,0.8817,-0.30592
Si2_1_0_0_-1,0.5,0,-0.25
Si2_2_0_0_-1,0,0.25,-0.5
Si2_3_0_0_-1,0.75,0.5,-1
Si2_4_0_0_-1,0.5,0,-0.75
Si2_5_0_0_-1,0,0.75,-0.5
Si2_6_0_0_-1,0.25,0.5,-1
Si3_1_0_0_-1,0.68422,0.31578,-0.31578
Si3_4_0_0_-1,0.31578,0.68422,-0.68422
Si3_7_0_0_-1,0.68422,0.68422,-0.68422
Si3_10_0_0_-1,0.31578,0.31578,-0.31578
Si3_13_0_0_-1,0.31578,0.68422,-0.31578
Si3_16_0_0_-1,0.68422,0.31578,-0.68422
Si3_19_0_0_-1,0.31578,0.31578,-0.68422
Si3_22_0_0_-1,0.68422,0.68422,-0.31578
Si3_25_0_0_-1,0.18422,0.18422,-0.18422
Si3_28_0_0_-1,0.81578,0.81578,-0.81578
Si3_31_0_0_-1,0.18422,0.81578,-0.81578
Si3_34_0_0_-1,0.81578,0.18422,-0.18422
Si3_37_0_0_-1,0.81578,0.18422,-0.81578
Si3_40_0_0_-1,0.18422,0.81578,-0.18422
Si3_43_0_0_-1,0.81578,0.81578,-0.18422
Si3_46_0_0_-1,0.18422,0.18422,-0.81578
K1_1_0_0_-1,0.75,0,-0.5
K1_2_0_0_-1,0,0.5,-0.25
K1_3_0_0_-1,0.5,0.25,-1
K1_4_0_0_-1,0.25,0,-0.5
K1_5_0_0_-1,0,0.5,-0.75
K1_6_0_0_-1,0.5,0.75,-1
K2_1_0_0_-1,0.5,0.5,-0.5
K2_25_0_0_-1,0,0,-1
Si1_1_1_0_-1,1.5,0.19408,-0.3817
Si1_2_1_0_-1,1.80592,0.3817,-0.5
Si1_3_1_0_-1,1.6183,0.5,-0.19408
Si1_4_1_0_-1,1.5,0.80592,-0.6183
Si1_5_1_0_-1,1.19408,0.6183,-0.5
Si1_6_1_0_-1,1.3817,0.5,-0.80592
Si1_8_1_0_-1,1.80592,0.6183,-0.5
Si1_9_1_0_-1,1.6183,0.5,-0.80592
Si1_11_1_0_-1,1.19408,0.3817,-0.5
Si1_12_1_0_-1,1.3817,0.5,-0.19408
Si1_13_1_0_-1,1.5,0.80592,-0.3817
Si1_16_1_0_-1,1.5,0.19408,-0.6183
Si1_25_1_0_-1,1,0.1183,-0.30592
Si1_26_1_0_-1,1.30592,0,-0.1183
Si1_27_1_0_-1,1.1183,0.30592,-1
Si1_28_1_0_-1,1,0.8817,-0.69408
Si1_29_1_0_-1,1.69408,0,-0.8817
Si1_30_1_0_-1,1.8817,0.69408,-1
Si1_32_1_0_-1,1.30592,0,-0.8817
Si1_33_1_0_-1,1.1183,0.69408,-1
Si1_35_1_0_-1,1.69408,0,-0.1183
Si1_36_1_0_-1,1.8817,0.30592,-1
Si1_37_1_0_-1,1,0.1183,-0.69408
Si1_40_1_0_-1,1,0.8817,-0.30592
Si2_1_1_0_-1,1.5,0,-0.25
Si2_2_1_0_-1,1,0.25,-0.5
Si2_3_1_0_-1,1.75,0.5,-1
Si2_4_1_0_-1,1.5,0,-0.75
Si2_5_1_0_-1,1,0.75,-0.5
Si2_6_1_0_-1,1.25,0.5,-1
Si3_1_1_0_-1,1.68422,0.31578,-0.31578
Si3_4_1_0_-1,1.31578,0.68422,-0.68422
Si3_7_1_0_-1,1.68422,0.68422,-0.68422
Si3_10_1_0_-1,1.31578,0.31578,-0.31578
Si3_13_1_0_-1,1.31578,0.68422,-0.31578
Si3_16_1_0_-1,1.68422,0.31578,-0.68422
Si3_19_1_0_-1,1.31578,0.31578,-0.68422
Si3_22_1_0_-1,1.68422,0.68422,-0.31578
Si3_25_1_0_-1,1.18422,0.18422,-0.18422
Si3_28_1_0_-1,1.81578,0.81578,-0.81578
Si3_31_1_0_-1,1.18422,0.81578,-0.81578
Si3_34_1_0_-1,1.81578,0.18422,-0.18422
Si3_37_1_0_-1,1.81578,0.18422,-0.81578
Si3_40_1_0_-1,1.18422,0.81578,-0.18422
Si3_43_1_0_-1,1.81578,0.81578,-0.18422
Si3_46_1_0_-1,1.18422,0.18422,-0.81578
K1_1_1_0_-1,1.75,0,-0.5
K1_2_1_0_-1,1,0.5,-0.25
K1_3_1_0_-1,1.5,0.25,-1
K1_4_1_0_-1,1.25,0,-0.5
K1_5_1_0_-1,1,0.5,-0.75
K1_6_1_0_-1,1.5,0.75,-1
K2_1_1_0_-1,1.5,0.5,-0.5
K2_25_1_0_-1,1,0,-1
Si1_1_-1_1_-1,-0.5,1.19408,-0.3817
Si1_2_-1_1_-1,-0.19408,1.3817,-0.5
Si1_3_-1_1_-1,-0.3817,1.5,-0.19408
Si1_4_-1_1_-1,-0.5,1.80592,-0.6183
Si1_5_-1_1_-1,-0.80592,1.6183,-0.5
Si1_6_-1_1_-1,-0.6183,1.5,-0.80592
Si1_8_-1_1_-1,-0.19408,1.6183,-0.5
Si1_9_-1_1_-1,-0.3817,1.5,-0.80592
Si1_11_-1_1_-1,-0.80592,1.3817,-0.5
Si1_12_-1_1_-1,-0.6183,1.5,-0.19408
Si1_13_-1_1_-1,-0.5,1.80592,-0.3817
Si1_16_-1_1_-1,-0.5,1.19408,-0.6183
Si1_25_-1_1_-1,-1,1.1183,-0.30592
Si1_26_-1_1_-1,-0.69408,1,-0.1183
Si1_27_-1_1_-1,-0.8817,1.30592,-1
Si1_28_-1_1_-1,-1,1.8817,-0.69408
Si1_29_-1_1_-1,-0.30592,1,-0.8817
Si1_30_-1_1_-1,-0.1183,1.69408,-1
Si1_32_-1_1_-1,-0.69408,1,-0.8817
Si1_33_-1_1_-1,-0.8817,1.69408,-1
Si1_35_-1_1_-1,-0.30592,1,-0.1183
Si1_36_-1_1_-1,-0.1183,1.30592,-1
Si1_37_-1_1_-1,-1,1.1183,-0.69408
Si1_40_-1_1_-1,-1,1.8817,-0.30592
Si2_1_-1_1_-1,-0.5,1,-0.25
Si2_2_-1_1_-1,-1,1.25,-0.5
Si2_3_-1_1_-1,-0.25,1.5,-1
Si2_4_-1_1_-1,-0.5,1,-0.75
Si2_5_-1_1_-1,-1,1.75,-0.5
Si2_6_-1_1_-1,-0.75,1.5,-1
Si3_1_-1_1_-1,-0.31578,1.31578,-0.31578
Si3_4_-1_1_-1,-0.68422,1.68422,-0.68422
Si3_7_-1_1_-1,-0.31578,1.68422,-0.68422
Si3_10_-1_1_-1,-0.68422,1.31578,-0.31578
Si3_13_-1_1_-1,-0.68422,1.68422,-0.31578
Si3_16_-1_1_-1,-0.31578,1.31578,-0.68422
Si3_19_-1_1_-1,-0.68422,1.31578,-0.68422
Si3_22_-1_1_-1,-0.31578,1.68422,-0.31578
Si3_25_-1_1_-1,-0.81578,1.18422,-0.18422
Si3_28_-1_1_-1,-0.18422,1.81578,-0.81578
Si3_31_-1_1_-1,-0.81578,1.81578,-0.81578
Si3_34_-1_1_-1,-0.18422,1.18422,-0.18422
Si3_37_-1_1_-1,-0.18422,1.18422,-0.81578
Si3_40_-1_1_-1,-0.81578,1.81578,-0.18422
Si3_43_-1_1_-1,-0.18422,1.81578,-0.18422
Si3_46_-1_1_-1,-0.81578,1.18422,-0.81578
K1_1_-1_1_-1,-0.25,1,-0.5
K1_2_-1_1_-1,-1,1.5,-0.25
K1_3_-1_1_-1,-0.5,1.25,-1
K1_4_-1_1_-1,-0.75,1,-0.5
K1_5_-1_1_-1,-1,1.5,-0.75
K1_6_-1_1_-1,-0.5,1.75,-1
K2_1_-1_1_-1,-0.5,1.5,-0.5
K2_25_-1_1_-1,-1,1,-1
Si1_1_0_1_-1,0.5,1.19408,-0.3817
Si1_2_0_1_-1,0.80592,1.3817,-0.5
Si1_3_0_1_-1,0.6183,1.5,-0.19408
Si1_4_0_1_-1,0.5,1.80592,-0.6183
Si1_5_0_1_-1,0.19408,1.6183,-0.5
Si1_6_0_1_-1,0.3817,1.5,-0.80592
Si1_8_0_1_-1,0.80592,1.6183,-0.5
Si1_9_0_1_-1,0.6183,1.5,-0.80592
Si1_11_0_1_-1,0.19408,1.3817,-0.5
Si1_12_0_1_-1,0.3817,1.5,-0.19408
Si1_13_0_1_-1,0.5,1.80592,-0.3817
Si1_16_0_1_-1,0.5,1.19408,-0.6183
Si1_25_0_1_-1,0,1.1183,-0.30592
Si1_26_0_1_-1,0.30592,1,-0.1183
Si1_27_0_1_-1,0.1183,1.30592,-1
Si1_28_0_1_-1,0,1.8817,-0.69408
Si1_29_0_1_-1,0.69408,1,-0.8817
Si1_30_0_1_-1,0.8817,1.69408,-1
Si1_32_0_1_-1,0.30592,1,-0.8817
Si1_33_0_1_-1,0.1183,1.69408,-1
Si1_35_0_1_-1,0.69408,1,-0.1183
Si1_36_0_1_-1,0.8817,1.30592,-1
Si1_37_0_1_-1,0,1.1183,-0.69408
Si1_40_0_1_-1,0,1.8817,-0.30592
Si2_1_0_1_-1,0.5,1,-0.25
Si2_2_0_1_-1,0,1.25,-0.5
Si2_3_0_1_-1,0.75,1.5,-1
Si2_4_0_1_-1,0.5,1,-0.75
Si2_5_0_1_-1,0,1.75,-0.5
Si2_6_0_1_-1,0.25,1.5,-1
Si3_1_0_1_-1,0.68422,1.31578,-0.31578
Si3_4_0_1_-1,0.31578,1.68422,-0.68422
Si3_7_0_1_-1,0.68422,1.68422,-0.68422
Si3_10_0_1_-1,0.31578,1.31578,-0.31578
Si3_13_0_1_-1,0.31578,1.68422,-0.31578
Si3_16_0_1_-1,0.68422,1.31578,-0.68422
Si3_19_0_1_-1,0.31578,1.31578,-0.68422
Si3_22_0_1_-1,0.68422,1.68422,-0.31578
Si3_25_0_1_-1,0.18422,1.18422,-0.18422
Si3_28_0_1_-1,0.81578,1.81578,-0.81578
Si3_31_0_1_-1,0.18422,1.81578,-0.81578
Si3_34_0_1_-1,0.81578,1.18422,-0.18422
Si3_37_0_1_-1,0.81578,1.18422,-0.81578
Si3_40_0_1_-1,0.18422,1.81578,-0.18422
Si3_43_0_1_-1,0.81578,1.81578,-0.18422
Si3_46_0_1_-1,0.18422,1.18422,-0.81578
K1_1_0_1_-1,0.75,1,-0.5
K1_2_0_1_-1,0,1.5,-0.25
K1_3_0_1_-1,0.5,1.25,-1
K1_4_0_1_-1,0.25,1,-0.5
K1_5_0_1_-1,0,1.5,-0.75
K1_6_0_1_-1,0.5,1.75,-1
K2_1_0_1_-1,0.5,1.5,-0.5
K2_25_0_1_-1,0,1,-1
Si1_1_1_1_-1,1.5,1.19408,-0.3817
Si1_2_1_1_-1,1.80592,1.3817,-0.5
Si1_3_1_1_-1,1.6183,1.5,-0.19408
Si1_4_1_1_-1,1.5,1.80592,-0.6183
Si1_5_1_1_-1,1.19408,1.6183,-0.5
Si1_6_1_1_-1,1.3817,1.5,-0.80592
Si1_8_1_1_-1,1.80592,1.6183,-0.5
Si1_9_1_1_-1,1.6183,1.5,-0.80592
Si1_11_1_1_-1,1.19408,1.3817,-0.5
Si1_12_1_1_-1,1.3817,1.5,-0.19408
Si1_13_1_1_-1,1.5,1.80592,-0.3817
Si1_16_1_1_-1,1.5,1.19408,-0.6183
Si1_25_1_1_-1,1,1.1183,-0.30592
Si1_26_1_1_-1,1.30592,1,-0.1183
Si1_27_1_1_-1,1.1183,1.30592,-1
Si1_28_1_1_-1,1,1.8817,-0.69408
Si1_29_1_1_-1,1.69408,1,-0.8817
Si1_30_1_1_-1,1.8817,1.69408,-1
Si1_32_1_1_-1,1.30592,1,-0.8817
Si1_33_1_1_-1,1.1183,1.69408,-1
Si1_35_1_1_-1,1.69408,1,-0.1183
Si1_36_1_1_-1,1.8817,1.30592,-1
Si1_37_1_1_-1,1,1.1183,-0.69408
Si1_40_1_1_-1,1,1.8817,-0.30592
Si2_1_1_1_-1,1.5,1,-0.25
Si2_2_1_1_-1,1,1.25,-0.5
Si2_3_1_1_-1,1.75,1.5,-1
Si2_4_1_1_-1,1.5,1,-0.75
Si2_5_1_1_-1,1,1.75,-0.5
Si2_6_1_1_-1,1.25,1.5,-1
Si3_1_1_1_-1,1.68422,1.31578,-0.31578
Si3_4_1_1_-1,1.31578,1.68422,-0.68422
Si3_7_1_1_-1,1.68422,1.68422,-0.68422
Si3_10_1_1_-1,1.31578,1.31578,-0.31578
Si3_13_1_1_-1,1.31578,1.68422,-0.31578
Si3_16_1_1_-1,1.68422,1.31578,-0.68422
Si3_19_1_1_-1,1.31578,1.31578,-0.68422
Si3_22_1_1_-1,1.68422,1.68422,-0.31578
Si3_25_1_1_-1,1.18422,1.18422,-0.18422
Si3_28_1_1_-1,1.81578,1.81578,-0.81578
Si3_31_1_1_-1,1.18422,1.81578,-0.81578
Si3_34_1_1_-1,1.81578,1.18422,-0.18422
Si3_37_1_1_-1,1.81578,1.18422,-0.81578
Si3_40_1_1_-1,1.18422,1.81578,-0.18422
Si3_43_1_1_-1,1.81578,1.81578,-0.18422
Si3_46_1_1_-1,1.18422,1.18422,-0.81578
K1_1_1_1_-1,1.75,1,-0.5
K1_2_1_1_-1,1,1.5,-0.25
K1_3_1_1_-1,1.5,1.25,-1
K1_4_1_1_-1,1.25,1,-0.5
K1_5_1_1_-1,1,1.5,-0.75
K1_6_1_1_-1,1.5,1.75,-1
K2_1_1_1_-1,1.5,1.5,-0.5
K2_25_1_1_-1,1,1,-1
Si1_1_-1_-1_0,-0.5,-0.80592,0.6183
Si1_2_-1_-1_0,-0.19408,-0.6183,0.5
Si1_3_-1_-1_0,-0.3817,-0.5,0.80592
Si1_4_-1_-1_0,-0.5,-0.19408,0.3817
Si1_5_-1_-1_0,-0.80592,-0.3817,0.5
Si1_6_-1_-1_0,-0.6183,-0.5,0.19408
Si1_8_-1_-1_0,-0.19408,-0.3817,0.5
Si1_9_-1_-1_0,-0.3817,-0.5,0.19408
Si1_11_-1_-1_0,-0.80592,-0.6183,0.5
Si1_12_-1_-1_0,-0.6183,-0.5,0.80592
Si1_13_-1_-1_0,-0.5,-0.19408,0.6183
Si1_16_-1_-1_0,-0.5,-0.80592,0.3817
