Label,x_a,y_b,z_c
Ba1_1_-1_-1_-1,-0.25,-1,-0.5
Ba1_2_-1_-1_-1,-1,-0.5,-0.25
Ba1_3_-1_-1_-1,-0.5,-0.75,-1
Ba1_4_-1_-1_-1,-0.75,-1,-0.5
Ba1_5_-1_-1_-1,-1,-0.5,-0.75
Ba1_6_-1_-1_-1,-0.5,-0.25,-1
Ba2_1_-1_-1_-1,-0.5,-0.5,-0.5
Ba2_25_-1_-1_-1,-1,-1,-1
Ge1_1_-1_-1_-1,-0.5,-0.80773,-0.38325
Ge1_2_-1_-1_-1,-0.19227,-0.61675,-0.5
Ge1_3_-1_-1_-1,-0.38325,-0.5,-0.19227
Ge1_4_-1_-1_-1,-0.5,-0.19227,-0.61675
Ge1_5_-1_-1_-1,-0.80773,-0.38325,-0.5
Ge1_6_-1_-1_-1,-0.61675,-0.5,-0.80773
Ge1_8_-1_-1_-1,-0.19227,-0.38325,-0.5
Ge1_9_-1_-1_-1,-0.38325,-0.5,-0.80773
Ge1_11_-1_-1_-1,-0.80773,-0.61675,-0.5
Ge1_12_-1_-1_-1,-0.61675,-0.5,-0.19227
Ge1_13_-1_-1_-1,-0.5,-0.19227,-0.38325
Ge1_16_-1_-1_-1,-0.5,-0.80773,-0.61675
Ge1_25_-1_-1_-1,-1,-0.88325,-0.30773
Ge1_26_-1_-1_-1,-0.69227,-1,-0.11675
Ge1_27_-1_-1_-1,-0.88325,-0.69227,-1
Ge1_28_-1_-1_-1,-1,-0.11675,-0.69227
Ge1_29_-1_-1_-1,-0.30773,-1,-0.88325
Ge1_30_-1_-1_-1,-0.11675,-0.30773,-1
Ge1_32_-1_-1_-1,-0.69227,-1,-0.88325
Ge1_33_-1_-1_-1,-0.88325,-0.30773,-1
Ge1_35_-1_-1_-1,-0.30773,-1,-0.11675
Ge1_36_-1_-1_-1,-0.11675,-0.69227,-1
Ge1_37_-1_-1_-1,-1,-0.88325,-0.69227
Ge1_40_-1_-1_-1,-1,-0.11675,-0.30773
Ge2_1_-1_-1_-1,-0.31557,-0.68443,-0.31557
Ge2_4_-1_-1_-1,-0.68443,-0.31557,-0.68443
Ge2_7_-1_-1_-1,-0.31557,-0.31557,-0.68443
Ge2_10_-1_-1_-1,-0.68443,-0.68443,-0.31557
Ge2_13_-1_-1_-1,-0.68443,-0.31557,-0.31557
Ge2_16_-1_-1_-1,-0.31557,-0.68443,-0.68443
Ge2_19_-1_-1_-1,-0.68443,-0.68443,-0.68443
Ge2_22_-1_-1_-1,-0.31557,-0.31557,-0.31557
Ge2_25_-1_-1_-1,-0.81557,-0.81557,-0.18443
Ge2_28_-1_-1_-1,-0.18443,-0.18443,-0.81557
