Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Ba1,a,2,1,,0,0,0,,,
Ba2,c,6,1,,0.25,0,0.5,,,
Ge1,d,6,0.3633,,0.25,0.5,0,,,
Pd1,d,6,0.6367,,0.25,0.5,0,,,
Ge2,i,16,1,,0.18311,0.18311,0.18311,0.00017,0.00017,0.00017
Ge3,k,24,1,,0,0.11983,0.31133,,1e-04,0.00011
